Track_name,Artist,Popularity,Album_name,Album_release_year,Genre,Key
Contando Lunares (feat. Cruz Cafuné),Don Patricio,79,La Dura Vida del Joven Rapero,2019,latin,4
Lo Que Tenías Conmigo,María José,64,Lo Que Tenías Conmigo,2019,latin,9
Baila Conmigo (feat. Kelly Ruiz),Dayvi,83,Baila Conmigo (feat. Kelly Ruiz),2018,latin,7
Coqueta,Said P.,43,Coqueta,2019,latin,8
Caderas Blancas,Mon Laferte,62,Norma,2018,latin,8
Eres Tú,Matisse,74,Eres Tú,2019,latin,9
Él Era Perfecto - En Vivo,María José,65,Conexión (En Vivo),2019,latin,8
Fuentes de Ortiz,Ed Maverick,78,mix pa llorar en tu cuarto,2018,latin,1
Cicatrices,Kalimba,45,Cicatrices,2019,latin,7
Hoy Es Viernes,Chucho Flash,39,Hoy Es Viernes,2019,latin,7
El Destino,Natalia Jiménez,54,El Destino,2019,latin,1
Es por Ti,Emilio,54,Es por Ti,2019,latin,0
Canción De Mierda,Mon Laferte,56,Canción De Mierda,2019,latin,11
Abriré La Puerta,David Bisbal,62,Abriré La Puerta,2019,latin,7
Te Esperé,Jesse & Joy,73,Te Esperé,2018,latin,0
Diosa De La Noche,Gloria Trevi,50,Diosa De La Noche,2019,latin,9
Chilango Blues,Mon Laferte,54,Chilango Blues,2019,latin,2
Nunca Es Suficiente,Los Angeles Azules,69,Esto Sí Es Cumbia,2018,latin,2
Ábranse Perras,Gloria Trevi,59,Ábranse Perras,2019,latin,0
La Banda Mas Fiestera,Percance,28,La Banda Mas Fiestera,2017,latin,7
Hábito de Ti - Radio Single,María José,51,Hábito de Ti,2019,latin,7
Dime (feat. Reik),Noel Schajris,54,Dime (feat. Reik),2018,latin,6
Mi Persona Favorita,Alejandro Sanz,73,Mi Persona Favorita,2019,latin,8
"Vuela, Vuela (feat. Mercurio, OV7, JNS, Calo & Litzy) - En Vivo - 90's Pop Tour, Vol. 3",Magneto,43,"90's Pop Tour, Vol. 3 (En Vivo)",2019,latin,5
Si Aún Te Queda Amor,Dulce López,8,Si Aún Te Queda Amor,2019,latin,5
Te Equivocaste (Primera Fila) - En Vivo,Yuridia,54,Primera Fila (En Vivo),2017,latin,3
Veneno,Monsieur Periné,48,Encanto Tropical,2018,latin,0
Vas A Recordarme,Gloria Trevi,54,Vas A Recordarme,2019,latin,2
Sería Más Fácil,Carlos Rivera,68,Guerra (+ Sessions Recorded at Abbey Road),2018,latin,1
Si Tú Te Vas,Ximena Sariñana,60,Si Tú Te Vas,2018,latin,11
Ya Te Perdoné,Ventino,57,Ya Te Perdoné,2019,latin,2
El Beso,Mon Laferte,54,El Beso,2018,latin,2
Los Días Que Vendrán,KURT,49,Los Días Que Vendrán,2018,latin,4
Cuenta Pendiente,Paty Cantú,63,#333 (Edición Deluxe),2018,latin,9
Si Decides (Baby),Ventino,55,Ventino,2018,latin,1
Cuando Te Veo,Chucho Rivas,56,Cuando Te Veo,2019,latin,8
Te Confieso,Camila,8,Te Confieso,2019,latin,2
Sola,Luis Fonsi,66,Sola,2019,latin,6
Lo Bailado,Ximena Sariñana,36,Lo Bailado,2019,latin,9
Tú Conmigo,Yahir,33,Tú Conmigo,2019,latin,9
MALAMENTE - Cap.1: Augurio,ROSALÍA,73,El Mal Querer,2018,latin,0
Deberías Estar Aquí,Río Roma,65,Deberías Estar Aquí,2019,latin,1
Back In The City,Alejandro Sanz,59,Back In The City,2019,latin,10
Perdido (feat. Joey Montana),Carlos Baute,19,De amor y dolor,2019,latin,8
Tú y Yo,Motel,2,Tú y Yo,2019,latin,0
Bailar,Leonel García,1,Bailar,2018,latin,7
La Plata (feat. Lalo Ebratt),Juanes,68,La Plata,2019,latin,1
Nunca Es Suficiente,Los Angeles Azules,58,Nunca Es Suficiente,2018,latin,2
Dolerá,KURT,43,Dolerá,2019,latin,7
Se Supone,Lucah,54,Se Supone,2019,latin,0
La solución (feat. Carlos Rivera),Laura Pausini,62,Hazte sentir más,2018,latin,1
Amarte y Perderte,Chucho Rivas,18,Amarte y Perderte,2018,latin,0
Llama,Ana Torroja,48,Llama,2019,latin,1
Beautiful Mistake,Jorge Blanco,26,Conmigo,2019,latin,6
Cobarde,Ximena Sariñana,63,¿Dónde Bailarán Las Niñas?,2019,latin,2
Yo Soy Su Vida,Gloria Trevi,47,Yo Soy Su Vida,2019,latin,11
Quédate,Kany Garcia,6,Quédate,2019,latin,0
Vicio,Roco,20,Vicio,2019,latin,0
La Mentira,Mando,17,La Mentira,2019,latin,6
Carnavalera,Bomba Estéreo,50,Carnavalera,2019,latin,7
Bailando,Maria Daniela Y Su Sonido Lasser,44,Bailando,2019,latin,6
Paisaje Japonés,Mon Laferte,58,Paisaje Japonés,2019,latin,0
Sólo Amigos,Adexe & Nau,51,Tú y Yo,2017,latin,4
Ojos Noche,Elsa y Elmar,60,Eres Diamante,2019,latin,8
"Culpa, Tengo",Elsa y Elmar,54,Eres Diamante,2019,latin,11
No Me Conoce - Remix,Jhay Cortez,84,No Me Conoce (Remix),2019,latin,10
Corazón Enamorado,Juan Luis Guerra 4.40,49,Corazón Enamorado,2019,latin,6
Parecen Viernes,Marc Anthony,9,Parecen Viernes,2019,latin,7
Tú Lo Sabes,PeeWee,39,Tú Lo Sabes,2019,latin,8
Perdido,Carlos Baute,37,Perdido,2019,latin,8
La China Medina,Rubén Blades,27,La China Medina,2019,latin,7
Faldita,Leslie Shaw,59,Faldita,2019,latin,11
El Ritmo de Mi Corazón,Gian Marco,57,El Ritmo de Mi Corazón,2019,latin,7
Si Me Das Tu Amor,Carlos Vives,61,Si Me Das Tu Amor,2019,latin,6
Alguien Como Tú,Jósean Log,56,El Futuro No Existe,2019,latin,4
Duele,Reik,8,Duele,2019,latin,7
Un Traguito,Lérica,61,Un Traguito,2019,latin,0
Te Quedaste Solo,Fanny Lu,45,Te Quedaste Solo,2019,latin,2
I Love You More,Juan Luis Guerra 4.40,28,I Love You More,2019,latin,10
"Si Te Atreves - Canción Original De La Película ""Los Japón""",Juan Magán,50,"Si Te Atreves (Canción Original De La Película ""Los Japón"")",2019,latin,8
Ella Me Beso - Remix,Elvis Crespo,38,Ella Me Beso,2019,latin,0
Lo vimos venir (con Alex Ubago),Molina Molina,20,Lo vimos venir (con Alex Ubago),2019,latin,7
Medellín - Offer Nissim Madame X In The Sphinx,Madonna,43,Medellín (Remixes),2019,latin,1
Tan Buena,Gente De Zona,64,OTRA COSA,2019,latin,0
Volver a Verte (feat. Cali y El Dandee),Fonseca,65,Agustín,2018,latin,9
Tu Vida en la Mía,Marc Anthony,68,OPUS,2019,latin,2
La Vida Es Una Sola,Nacho,50,La Vida Es Una Sola,2019,latin,0
Como Te Hago Entender,Karibe Orquesta,52,Como Te Hago Entender,2018,latin,5
Te Vi,Piso 21,83,Te Vi,2018,latin,1
Bellacoso,Residente,77,Bellacoso,2019,latin,11
Hasta Viejitos (feat. Carlos Vives),Alejandro Gonzalez,59,Hasta Viejitos (feat. Carlos Vives),2019,latin,11
Señorita,Shawn Mendes,88,Shawn Mendes (Deluxe),2019,latin,9
Ay Mi Dios,IAmChino,59,Ay Mi Dios,2016,latin,0
Borinquen Bella (feat. Zion & Lennox),Farruko,63,Gangalee,2019,latin,9
Consejo de Amor,TINI,71,Quiero Volver,2018,latin,0
La Cartera,Farruko,76,Gangalee,2019,latin,10
Pega Pega,"Tito ""El Bambino""",65,Pega Pega,2019,latin,11
100 Grados (feat. A.CHAL),Lali,50,Brava,2018,latin,7
Lo Que Tú y Yo Vivimos (feat. Gente de Zona) - Ao Vivo,Gusttavo Lima,64,O Embaixador in Cariri - Vol. 1 (Ao Vivo),2019,latin,0
Compañera (Acústico),Nahuel Pennisi,46,Compañera (Acústico),2019,latin,6
Escapémonos,Profetas,22,Escapémonos,2019,latin,5
Sayonara,Izone,36,Sayonara,2019,latin,7
Las Flores (feat. Los Auténticos Decadentes),Benjamín Amadeo,58,Las Flores (feat. Los Auténticos Decadentes),2019,latin,7
Ganitas,Rombai,64,Ganitas,2019,latin,5
Jangueo,Alex Rose,76,LOST,2019,latin,11
Cristina (feat. Shelow Shaq),Maffio,77,Cristina (feat. Shelow Shaq),2019,latin,1
El Festejo de la Vida,Afrodisiaco,25,El Festejo de la Vida,2019,latin,9
Free Free Free,Pitbull,47,Free Free Free,2018,latin,4
La Llamada,Felibena,4,La Llamada,2020,latin,6
Kissing Strangers,WVLNGTH,7,Kissing Strangers,2020,latin,9
African Woman So Fine,HARRI BEST,6,African Woman So Fine,2018,latin,5
On The Beach - Scandall 'n Ros Remix,Melleefresh,24,PLAY AT ADE 2019,2019,latin,5
Hey Child,Rewind,23,Hey Child,2020,latin,2
Show Yourself,Chris2pher,35,Show Yourself,2019,latin,1
Glad To Be Here,TRUTHR,28,Glad To Be Here,2019,latin,10
Myself,NEEVE,27,Myself,2019,latin,0
Times With You,ENCR,28,Times With You,2019,latin,2
Gypsy Woman (She's Homeless) [House Kitsuné America],Mija,49,Gypsy Woman (She's Homeless) [House Kitsuné America],2019,latin,9
Fat Boy Roll,Bigg Rich,33,Fat Boy Roll,2015,latin,1
Amira,Elias Ahmad,35,Amira,2019,latin,9
Quiero - Reggaeton Romantico,Cheeky El Exotico,29,Quiero - Reggaeton Romantico,2019,latin,6
Party Like Its 1920,The Swinghoppers,44,Party Like Its 1920,2020,latin,9
Let This Be,Jack Rose,46,Let This Be,2019,latin,5
Flirtin' w / Forever,Wayne Brady,40,Flirtin' w / Forever,2019,latin,2
Breakfast,Kai the Kid,34,Breakfast,2019,latin,1
For U,Olivia Creutzer,40,For U,2019,latin,11
Ho Wit It,Xcellence!,35,Ho Wit It,2019,latin,9
Can't Stop,Vox Eagle,37,Can't Stop,2019,latin,1
Wie wunderschön - Wolfgang Lohr Remix,Antoine Villoutreix,36,Wie wunderschön (Wolfgang Lohr Remix),2019,latin,11
Maillot de bain,Modhayan,38,Biarritz,2019,latin,7
Why,Lkhn,31,Why,2019,latin,10
Fire Grow,Aiwass,40,Fire Grow,2019,latin,6
Do You Hear Me,DINKS,32,Do You Hear Me,2019,latin,2
Need to Swing,Emma Clair,34,Need to Swing,2019,latin,11
The One I Like,Andrezia,38,The One I Like,2019,latin,5
I.D.K,Mr Lock,37,I.D.K,2019,latin,1
Bad Intentions,Nick Marcus,34,Bad Intentions,2019,latin,11
What Makes You Truly Happy,Catdra Catthien,38,What Makes You Truly Happy,2019,latin,1
Joy,Teresa Jae,32,Joy,2019,latin,11
Slide,Sir Foster,43,Stadium Music,2019,latin,9
Give You Everything,Rachel Mason,41,Give You Everything,2019,latin,0
Espero Que Entiendas,Oz,26,Espero Que Entiendas,2019,latin,0
Girls Don't Like Me,Wett Brain,43,Girls Don't Like Me,2019,latin,11
Lost My Soul,Burning Fierce,36,Breathe in and Out,2017,latin,5
When my love is safe (feat. Michael Manring),Marco Maggiore,32,PassWords [Deluxe edition],2014,latin,0
I Was the One,Ley,37,I Was the One,2019,latin,7
I Don't Care (with Justin Bieber),Ed Sheeran,84,No.6 Collaborations Project,2019,latin,6
River Heartless,Werner Mill,42,River Heartless,2018,latin,11
What Side Of Love - Acoustic Version,Parachute,52,What Side Of Love (Acoustic Version),2016,latin,11
Live Your Life,X-Change,45,Live Your Life,2019,latin,5
One True House,AW,42,One True House,2019,latin,7
Pulse,Jade Key,38,Pulse,2019,latin,10
Breathe,Duchess,36,Breathe,2019,latin,8
Upside Down - Pisk Remix - Radio Edit,Wolfgang Lohr,40,Upside Down (Pisk Remix),2019,latin,9
Mistletoe (Waiting) a Hip Hop Holiday,DJ Eddie F,37,Eddie F Presents - A Hip Hop Holiday & Christmas - Music from the Film,2019,latin,1
Shamania,Ekat Bork,48,Shamania,2019,latin,6
Shelter,Road Kahan,41,Shelter,2019,latin,4
Ace - Radio Edit,Rewind,38,Ace,2019,latin,1
badboy2,MOE KI,25,badboy2,2019,latin,0
Twitter Handles,Marcus Muscogee,24,Twitter Handles,2019,latin,7
So Afraid,Thelin,28,So Afraid,2019,latin,3
Sell My Story,James Patricio,23,Sell My Story,2019,latin,1
Radici,Monterosso,33,Radici,2019,latin,8
ISSO LIT,CHRYS THOMPSON,30,ISSO LIT,2019,latin,1
Tales Of The Night,PayAttention,40,Tales Of The Night,2019,latin,1
ATTITUDE,PayAttention,47,ATTITUDE,2019,latin,0
Shadows - Radio Edit,Irajá,39,Shadows,2019,latin,6
Muriendo - Remix,Salah,31,Muriendo (Remix),2018,latin,1
Where You At?,James Bakian,28,Where You At?,2019,latin,5
Black Shaolin,Prince Kane,30,Black Shaolin,2019,latin,6
MoneyMoney,Tight Rhymes,41,MoneyMoney,2019,latin,11
Vandaag gaat het gebeuren,PLANKGAS,36,Vandaag gaat het gebeuren,2019,latin,8
Poor Who Die,Tight Rhymes,41,Poor Who Die,2019,latin,11
Fisherman's Boat,Byron Keno,34,Fisherman's Boat,2019,latin,9
Young Ones,Andrea Consoli,42,Young Ones,2019,latin,11
Drive Me Crazy,Funky XV,38,Drive Me Crazy,2019,latin,4
Stocking Stuffer,B3 The Third,37,Stocking Stuffer,2018,latin,0
Hell No,Two Neighbors,27,Hell No,2019,latin,7
Alive,Many Moor,34,Alive,2016,latin,11
Aerials,CHRYS THOMPSON,24,Aerials,2019,latin,9
Money,Cardi B,79,Money,2018,latin,8
Taste (feat. Offset),Tyga,82,Taste (feat. Offset),2018,latin,0
Kamikaze,Lil Mosey,14,Northsbest,2018,latin,8
Mo Bamba,Sheck Wes,10,Mo Bamba,2017,latin,6
Nonstop,Drake,82,Scorpion,2018,latin,7
FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,15,FEFE (feat. Nicki Minaj & Murda Beatz),2018,latin,1
Drip Too Hard (Lil Baby & Gunna),Lil Baby,84,Drip Harder,2018,latin,1
I Love It (& Lil Pump),Kanye West,79,I Love It,2018,latin,2
SWISH,Tyga,73,SWISH,2018,latin,11
WORKIN ME,Quavo,64,W O R K I N M E,2018,latin,8
Ric Flair Drip (& Metro Boomin),Offset,81,Without Warning,2017,latin,9
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,82,TESTING,2018,latin,5
Leave Me Alone,Flipp Dinero,78,Leave Me Alone,2018,latin,7
Lucid Dreams,Juice WRLD,18,Goodbye & Good Riddance,2018,latin,6
Muévelo,Nicky Jam,82,Muévelo,2020,latin,7
Hola - Remix,Dalex,91,Hola (Remix),2019,latin,0
Tusa,KAROL G,98,Tusa,2019,latin,2
Vete,Bad Bunny,93,Vete,2019,latin,1
Me Gusta,Shakira,79,Me Gusta,2020,latin,1
"Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) - REMIX",DJ Snake,80,"Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) [REMIX]",2019,latin,6
Morado,J Balvin,82,Morado,2020,latin,11
Sigues Con El,Dimelo Flow,90,Sigues Con El,2019,latin,9
Whine Up,Nicky Jam,46,Whine Up,2019,latin,9
Fantasía,Ozuna,60,Fantasía,2019,latin,2
Infeliz,Arcangel,84,Historias de un Capricornio,2019,latin,1
Perreo en La Luna,Rich Music LTD,85,The Academy,2019,latin,1
Adicto (with Anuel AA & Ozuna),Tainy,90,Adicto (with Anuel AA & Ozuna),2019,latin,10
Fantasias,Rauw Alejandro,92,Fantasias,2019,latin,1
Indeciso,Reik,88,Indeciso,2019,latin,0
Quizás,Rich Music LTD,52,Quizás,2019,latin,3
Aventura,Lunay,89,Épico,2019,latin,5
Mi Error - Remix,Eladio Carrion,79,Mi Error (Remix),2019,latin,7
Rutina,Myke Towers,74,Rutina,2019,latin,1
Bellaquita - Remix,Dalex,87,Bellaquita (Remix),2019,latin,1
Sistema,Zion & Lennox,71,Sistema,2019,latin,2
Música,DJ Luian,78,Música,2019,latin,1
Fantasmita - Remix,Casper Magico,73,Fantasmita (Remix),2019,latin,7
Que Tire Pa Lante,Daddy Yankee,90,Que Tire Pa Lante,2019,latin,7
Jangueo,Alex Rose,76,LOST,2019,latin,11
Qué Pena,Maluma,85,Qué Pena,2019,latin,11
"BOTA FUEGO (feat. Dímelo Flow, Justin Quiles & Lenny Tavárez) - Remix",Mau y Ricky,75,"BOTA FUEGO (feat. Dímelo Flow, Justin Quiles & Lenny Tavárez) [Remix]",2019,latin,1
Infiel,Eix,70,Infiel,2019,latin,2
Blanco,J Balvin,88,Blanco,2019,latin,9
Toxico,Brytiago,75,Toxico,2019,latin,7
FRESH KERIAS,Feid,76,FRESH KERIAS,2019,latin,8
Trampa (feat. Zion & Lennox),Prince Royce,71,Trampa (feat. Zion & Lennox),2019,latin,7
Boomshakalaka - Dimitri Vegas & Like Mike vs. Afro Bros Radio Mix,Dimitri Vegas & Like Mike,71,Boomshakalaka (Dimitri Vegas & Like Mike vs. Afro Bros Radio Mix),2019,latin,1
La Mas Linda,Casper Magico,70,La Mas Linda,2019,latin,11
TE SUPERÉ,Becky G,67,MALA SANTA,2019,latin,0
No Vuelvas Más,Darell,75,No Vuelvas Más,2019,latin,11
Si Te Vas,Sech,88,Si Te Vas,2019,latin,0
Easy - Remix,Jhay Cortez,81,Easy (Remix),2019,latin,1
Mami,Paloma Mami,75,Mami,2019,latin,3
B11 (feat. Myke Towers),Rvssian,82,B11 (feat. Myke Towers),2019,latin,0
La Jeepeta,Nio Garcia,63,La Jeepeta,2020,latin,0
Bailemos,Manuel Turizo,76,ADN,2019,latin,1
Piropo,Noriel,77,Piropo,2019,latin,9
Solito (Lonely) [feat. Nicky Jam & Akon],Messiah,68,Solito (Lonely) [feat. Nicky Jam & Akon],2019,latin,10
Alocao (With Bad Gyal),Omar Montes,82,Alocao (With Bad Gyal),2019,latin,11
Ya No Más,Nacho,67,Ya No Más,2019,latin,0
Chica Bombastic,Wisin & Yandel,77,Chica Bombastic,2019,latin,8
Full Moon,Guaynaa,70,Full Moon,2019,latin,2
Mi Ex,Ñejo,72,Mi Ex,2019,latin,6
"La Isla (with Sech & Dalex feat. Justin Quiles, La Exce, Feid, Zion)",Dimelo Flow,75,"La Isla (with Sech & Dalex feat. Justin Quiles, La Exce, Feid, Zion)",2019,latin,5
Sigues Con El,Dimelo Flow,72,Historias de un Capricornio,2019,latin,9
"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,86,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) [Remix]",2019,latin,3
China,Anuel AA,93,China,2019,latin,7
Reggaeton en Paris,Ozuna,70,Nibiru,2019,latin,9
Imaginaste - Remix,Jhay Cortez,78,Imaginaste (Remix),2019,latin,1
Te Quemaste,Manuel Turizo,83,ADN,2019,latin,0
LA CANCIÓN,J Balvin,91,OASIS,2019,latin,7
No Me Conoce - Remix,Jhay Cortez,84,No Me Conoce (Remix),2019,latin,10
El Efecto - Remix,Rauw Alejandro,76,El Efecto (Remix),2019,latin,0
Uniforme,Rich Music LTD,81,The Academy,2019,latin,9
"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",Dimelo Flow,83,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",2019,latin,9
Si Se Da - Remix,Myke Towers,84,Si Se da Remix,2019,latin,11
Callaita,Bad Bunny,90,Callaita,2019,latin,2
Jenner (feat. Tommy Boysen),DrefQuila,61,Jenner (feat. Tommy Boysen),2019,latin,7
Otro Trago - Remix,Sech,86,Otro Trago (Remix),2019,latin,0
Soltera - Remix,Lunay,85,Soltera (Remix),2019,latin,5
Piensan,Myke Towers,81,Piensan,2019,latin,2
Velitas,Darell,80,Velitas,2019,latin,2
Que Mas Pues - Remix,Sech,11,Que Mas Pues (Remix),2019,latin,11
Cuaderno,Dalex,83,Climaxxx,2019,latin,1
Si Supieras,Daddy Yankee,80,Si Supieras,2019,latin,9
Atrévete,Nicky Jam,58,Atrévete,2019,latin,11
La Boca - Remix,Mau y Ricky,82,La Boca (Remix),2019,latin,11
Solita,Sech,7,Solita,2019,latin,2
UN PESO,J Balvin,79,OASIS,2019,latin,5
Cuerpo en Venta,Noriel,83,Cuerpo en Venta,2019,latin,11
Mírame - Remix,Nio Garcia,79,Mírame,2019,latin,1
La Playa - Remix,Myke Towers,79,La Playa (Remix),2020,latin,10
Porfa,Feid,73,Porfa,2019,latin,6
Doble Cara,Arcangel,65,Historias de un Capricornio,2019,latin,8
En Cero - Remix,Yandel,68,En Cero (Remix),2019,latin,9
No Somos Nada,Corina Smith,62,No Somos Nada,2020,latin,6
Te Echo De Menos,Marko Silva,63,Te Echo De Menos,2019,latin,6
Te Olvidé,NAIZA,30,Te Olvidé,2020,latin,6
RITMO (Bad Boys For Life),The Black Eyed Peas,96,RITMO (Bad Boys For Life),2019,latin,10
Nana,J Alvarez,39,La Fama Que Camina Extended Play,2019,latin,8
Eres Top,Ozuna,72,Nibiru,2019,latin,11
Voy Por Ti,Cali Y El Dandee,76,Voy Por Ti,2019,latin,8
Fuego,Ozuna,69,Nibiru,2019,latin,5
Nadie Como Tu,Amenazzy,67,Nadie Como Tu,2019,latin,2
Serenata,Mike Bahía,64,Navegando,2019,latin,7
Hábitos,Arcangel,67,Historias de un Capricornio,2019,latin,1
Recuerdo,TINI,72,Recuerdo,2020,latin,1
Así,Tayl G,55,Así (Remix),2019,latin,9
Sentimientos Escondidos - Remix,J Alvarez,57,La Fama Que Camina Extended Play,2019,latin,5
La Desean,Sartiboy,53,Decime Si No,2019,latin,1
Loco por Verte,Los Hitmen,66,Loco por Verte,2019,latin,6
No Lo Pienses - Remix,Ñejo,43,Objetos Perdidos,2019,latin,7
Días Lluviosos (with Lenny Tavarez),Juhn,69,Días Lluviosos (with Lenny Tavarez),2019,latin,2
MIA,Tayl G,52,MIA,2019,latin,9
Por Contarle Los Secretos,Jon Z,67,Por Contarle Los Secretos,2019,latin,7
La Lá,Mike Bahía,68,Navegando,2019,latin,10
Champagne Rose,Amenazzy,61,Champagne Rose,2019,latin,9
La Noche Se Presta,J Bas Y Santy,48,La Noche Se Presta,2019,latin,1
hot girl bummer (with Khea) - Khea Remix,blackbear,69,hot girl bummer (with Khea) [Khea Remix],2019,latin,6
Fantasía,Ozuna,85,Nibiru,2019,latin,2
Que Se Repita,Rigo V,44,Que Se Repita,2019,latin,11
Buenos Amantes,Japiaguar,45,Buenos Amantes,2019,latin,9
Una Locura,J Alvarez,54,"La Fama Que Camina, Vol. 2",2019,latin,2
Vamonos,Elias Diaz,39,Vamonos,2019,latin,10
Una Noche,Rauw Alejandro,72,Una Noche,2019,latin,9
Mala Costumbre,Lalo Ebratt,57,Numerología,2019,latin,9
Cuéntame,Gabo Viera,43,Cuéntame,2019,latin,3
Bailame Así,Myke Towers,66,Bailame Así,2019,latin,1
Quizas,Rich Music LTD,88,The Academy,2019,latin,3
4 Loko,BVDGE,39,4 Loko,2019,latin,7
Detente,Mike Bahía,79,Navegando,2019,latin,7
Temporal,Ozuna,66,Nibiru,2019,latin,2
Sirena,Lionel Ferro,42,Sirena,2020,latin,2
Subelo (Further Up),Static & Ben El,57,"Further Up (Na, Na, Na, Na, Na)",2020,latin,6
Fantasias - Unplugged,Rauw Alejandro,77,Fantasias (Unplugged),2019,latin,0
Emborráchate,Nacho,62,UNO,2019,latin,8
Rehén,Arcangel,66,Historias de un Capricornio,2019,latin,11
No Me Arrepiento,Jotacé,37,No Me Arrepiento,2019,latin,1
Delirio,Nacho,48,UNO,2019,latin,11
Más De Ti,Llane,68,Más De Ti,2019,latin,10
Throwback,Brytiago,57,Throwback,2019,latin,0
Contigo Despertar,Jabex,38,Contigo Despertar,2020,latin,5
Cántalo,Ricky Martin,72,Cántalo,2019,latin,1
Pa´ la Camara,Power Peralta,51,Pa´ la Camara,2020,latin,4
Copas de Vino - Remix,Fullbeta,43,Copas de Vino (Remix),2019,latin,9
No Te Vayas,Don Omar,56,No Te Vayas,2019,latin,10
Timidez,Javiielo,59,Timidez,2019,latin,11
Con To',Maikel Delacalle,58,Con To',2019,latin,4
Fresa,TINI,82,Fresa,2019,latin,5
Yoyo,Marina Yers,53,Yoyo,2019,latin,7
+ High (feat. Jaycob Duque),Nibal,48,+ High (feat. Jaycob Duque),2019,latin,0
Enciéndelo,Joseph El De La Urba,59,Enciéndelo,2019,latin,10
Yo Tengo una Gata,Ozuna,67,Nibiru,2019,latin,5
Nadie Muere De Amor,Darkiel,59,Nadie Muere De Amor,2019,latin,6
Hachepe,Novoa,39,Hachepe,2019,latin,8
Difícil,ICON,71,Difícil,2019,latin,8
Tequila,Juanes,77,Más Futuro Que Pasado,2019,latin,9
Si Tú Sabes,Kevin G.,24,Parte de Mí,2019,latin,0
Tormenta Mágica,Vibarco,41,Tormenta Mágica,2019,latin,8
Amor Duele,Akim,55,Amor Duele,2019,latin,10
Quisieras,Nicky Jam,62,Intimo,2019,latin,10
Es Un Secreto,Plan B,4,House of Pleasure,2010,latin,6
Quizas - Remix,Tony Dize,2,Los Vaqueros Wild Wild Mixes,2007,latin,9
Perdóname,Eddy Lover,1,Perdóname,2008,latin,9
Salió El Sol,Don Omar,72,King Of Kings,2006,latin,4
Tu Príncipe,Daddy Yankee,69,Barrio Fino (Bonus Track Version),2004,latin,1
Mis Ojos Lloran Por Ti,Big Boy,71,Mis Ojos Lloran Por Ti,2006,latin,8
Na De Na,Angel Y Khriz,68,Showtime,2008,latin,6
Permitame,Tony Dize,2,La Melodia De La Calle,2008,latin,8
Ella Y Yo - Featuring Don Omar,Aventura,74,God's Project,2005,latin,9
Llamado de Emergencia,Daddy Yankee,71,Talento de Barrio,2008,latin,4
Sensacion Del Bloque,De La Ghetto,66,Reggaeton Rulers: Los Que Ponen,2006,latin,7
Pasarela,Ñejo & Dalmata,68,Broke & Famous,2007,latin,7
La Botella,Mach & Daddy,67,Desde Abajo,2005,latin,0
Pobre Diabla,Don Omar,12,"The Gold Series ""The Last Don""",2004,latin,5
El Doctorado,Tony Dize,2,"La Melodia De La Calle ""Updated""",2009,latin,10
Pam Pam,Wisin & Yandel,67,La Historia De El Dúo (Vol.1),2013,latin,10
Ven Bailalo,Angel Y Khriz,7,Strictly Latin Dancing Come And Dance,2011,latin,4
En La Cama (feat. Daddy Yankee),Nicky Jam,63,Exitos,2016,latin,10
"No Se De Ella ""My Space""",Don Omar,50,King Of Kings (Armageddon Edition),2006,latin,9
Agarrala,Trebol Clan,65,"Reggaeton Hall of Fame, Vol. 1",2015,latin,9
Pa' Que Retozen,Tego Calderon,71,El Abayarde,2003,latin,1
Siente El Boom,"Tito ""El Bambino""",63,El Documental II,2006,latin,4
"Lo Que Pasó, Pasó",Daddy Yankee,73,Barrio Fino (Bonus Track Version),2004,latin,8
Dile,Don Omar,73,The Last Don,2003,latin,4
Si No Le Contesto,Plan B,3,House of Pleasure,2010,latin,1
Escápate Conmigo - Remix,Wolfine,60,La Versatilidad de la Calle,2013,latin,8
Atrévete-Te-Te,Calle 13,73,Calle 13 (Explicit Version),2005,latin,9
Aparentemente,Yaga & Mackie,62,La Reunion,2015,latin,3
Ayer La Vi,Don Omar,51,King Of Kings (Armageddon Edition),2006,latin,7
El Telefono,"Héctor ""El Father""",65,The Bad Boy,2006,latin,2
Yo Voy (feat. Daddy Yankee),Zion & Lennox,66,Motivando a la Yal,2004,latin,10
Te Quiero,Flex,57,Te Quiero,2007,latin,1
Felina,Hector & Tito,49,A La Reconquista,2002,latin,6
Igual Que Ayer,R.K.M & Ken-Y,63,Masterpiece: Nuestra Obra Maestra,2016,latin,10
Rakata,Wisin & Yandel,68,Pa'l Mundo,2005,latin,1
Quiero Bailar,Ivy Queen,49,e5,2006,latin,5
Noche de Travesura,"Héctor ""El Father""",1,Flow La Discoteca Special Edition,2012,latin,9
Borro Cassette,Maluma,72,"Pretty Boy, Dirty Boy",2015,latin,5
